"WorkerId","Answer.wrongAdj","Answer.wrongShape","Input.List","SceneID","Answer.choicePrior","Answer.choiceAdj","Answer.choiceWhole","Turn","sceneConfigs","timePrior","timeAdj","timeWhole","Condition","TargetNoun","TargetAdjective","TargetColor","AdjectiveType"
"A2WH3GIS2KF8LU","No","No","TlessC1",23,"Competitor","Competitor","Target",84,"DBCA","3199","1856","1536","Contrast","square","big","red","Rel"
"A2WH3GIS2KF8LU","No","No","TlessC1",24,"Target","Target","Target",51,"DABC","11127","2070","1991","NoContrast","triangle","small","yellow","Rel"
"A2WH3GIS2KF8LU","No","No","TlessC1",25,"Target","Target","Target",103,"ABDC","2560","1351","1257","Contrast","oval","wide","green","Rel"
"A2WH3GIS2KF8LU","No","No","TlessC1",26,"Target","Target","Target",65,"CBAD","3081","1719","1489","NoContrast","rectangle","narrow","red","Rel"
"A2WH3GIS2KF8LU","No","No","TlessC1",27,"Distractor","Target","Target",40,"DABC","4160","2704","1496","Contrast","spiral","tall","blue","Rel"
"A2WH3GIS2KF8LU","No","No","TlessC1",28,"Distractor","Target","Target",60,"CADB","8793","1863","1832","NoContrast","spiral","short","red","Rel"
"A2WH3GIS2KF8LU","No","No","TlessC1",29,"Target","Target","Target",50,"ABDC","6264","1518","1969","Contrast","line","thick","yellow","Rel"
"A2WH3GIS2KF8LU","No","No","TlessC1",30,"Distractor","Target","Target",110,"DCBA","3167","3111","1191","NoContrast","line","thin","blue","Rel"
"A2WH3GIS2KF8LU","No","No","TlessC1",31,"Target","Target","Target",77,"BDCA","2921","1615","1136","Contrast","line","long ","green","Rel"
"A2WH3GIS2KF8LU","No","No","TlessC1",32,"Target","Target","Target",89,"BADC","2015","1840","1264","NoContrast","line","short","red","Rel"
"A2WH3GIS2KF8LU","No","No","TlessC1",33,"Contrast","Target","Target",45,"ABDC","5472","1679","1329","Contrast","triangle","big","yellow","Rel"
"A2WH3GIS2KF8LU","No","No","TlessC1",34,"Target","Contrast","Target",42,"DBAC","4560","3856","1776","NoContrast","square","small","blue","Rel"
"A2WH3GIS2KF8LU","No","No","TlessC1",35,"Target","Distractor","Target",7,"CABD","5456","3960","2320","Contrast","rectangle","wide","yellow","Rel"
"A2WH3GIS2KF8LU","No","No","TlessC1",36,"Distractor","Competitor","Target",81,"DACB","9064","1984","1928","NoContrast","oval","narrow","red","Rel"
"A2WH3GIS2KF8LU","No","No","TlessC1",37,"Competitor","Competitor","Target",92,"DACB","2145","1616","1674","Contrast","cylinder","tall","yellow","Rel"
"A2WH3GIS2KF8LU","No","No","TlessC1",38,"Contrast","Target","Target",2,"BDCA","7568","4232","1857","NoContrast","cylinder","short","green","Rel"
"A2WH3GIS2KF8LU","No","No","TlessC1",39,"Distractor","Target","Target",36,"DCBA","6242","10286","1408","Contrast","line","thick","blue","Rel"
