"cond","pragContext","window","Region","trialType","feature","noun","list","prop_selections","ymin_selections","ymax_selections","prop_looks"
"contrast","unreliable","adjective","competitor","train","small","teabag",1,0.133333333333333,0,0.333333333333333,0.2495
"contrast","unreliable","adjective","other","train","small","teabag",1,0.333333333333333,0.133333333333333,0.6,0.4375
"contrast","unreliable","adjective","target","train","small","wheel",1,0.266666666666667,0.0666666666666667,0.468333333333332,0.287493771798705
"contrast","unreliable","adjective","competitor","train","small","wheel",1,0.0666666666666667,0,0.2,0.393622321873443
"contrast","unreliable","adjective","other","train","small","wheel",1,0.666666666666667,0.4,0.866666666666667,0.318883906327853
"contrast","unreliable","noun","target","test","big","ball",1,1,1,1,0.512099043331458
"contrast","unreliable","noun","competitor","test","big","ball",1,0,0,0,0.0315137872819358
"contrast","unreliable","noun","other","test","big","ball",1,0,0,0,0.456387169386607
"contrast","unreliable","noun","target","test","big","ballerina",1,1,1,1,0.689983212087297
"contrast","unreliable","noun","competitor","test","big","ballerina",1,0,0,0,0.10800223838836
"contrast","unreliable","noun","other","test","big","ballerina",1,0,0,0,0.202014549524342
"contrast","unreliable","noun","target","test","big","corn",1,1,1,1,0.643742953776776
"contrast","unreliable","noun","competitor","test","big","corn",1,0,0,0,0.14543404735062
"contrast","unreliable","noun","other","test","big","corn",1,0,0,0,0.210822998872604
"contrast","unreliable","noun","target","test","big","dog",1,1,1,1,0.734120292299044
"contrast","unreliable","noun","competitor","test","big","dog",1,0,0,0,0.0719505340078696
"contrast","unreliable","noun","other","test","big","dog",1,0,0,0,0.193929173693086
"contrast","unreliable","noun","target","test","big","hat",1,1,1,1,0.704288939051919
"contrast","unreliable","noun","competitor","test","big","hat",1,0,0,0,0.133182844243792
"contrast","unreliable","noun","other","test","big","hat",1,0,0,0,0.162528216704289
"contrast","unreliable","noun","target","test","big","lock",1,1,1,1,0.739955357142857
"contrast","unreliable","noun","competitor","test","big","lock",1,0,0,0,0.0792410714285714
"contrast","unreliable","noun","other","test","big","lock",1,0,0,0,0.180803571428571
"contrast","unreliable","noun","target","test","big","pear",1,1,1,1,0.6484375
"contrast","unreliable","noun","competitor","test","big","pear",1,0,0,0,0.109933035714286
"contrast","unreliable","noun","other","test","big","pear",1,0,0,0,0.241629464285714
"contrast","unreliable","noun","target","test","big","pickle",1,1,1,1,0.873325892857143
